"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2025 21:00:00 - 02/01/2025 22:00:00","BZN|MK","Without Sequence","130.00","",""
"02/01/2025 22:00:00 - 02/01/2025 23:00:00","BZN|MK","Without Sequence","131.22","",""
"02/01/2025 23:00:00 - 03/01/2025 00:00:00","BZN|MK","Without Sequence","125.00","",""
"03/01/2025 00:00:00 - 03/01/2025 01:00:00","BZN|MK","Without Sequence","117.84","",""
"03/01/2025 01:00:00 - 03/01/2025 02:00:00","BZN|MK","Without Sequence","107.00","",""
"03/01/2025 02:00:00 - 03/01/2025 03:00:00","BZN|MK","Without Sequence","106.10","",""
"03/01/2025 03:00:00 - 03/01/2025 04:00:00","BZN|MK","Without Sequence","93.00","",""
"03/01/2025 04:00:00 - 03/01/2025 05:00:00","BZN|MK","Without Sequence","94.25","",""
"03/01/2025 05:00:00 - 03/01/2025 06:00:00","BZN|MK","Without Sequence","105.37","",""
"03/01/2025 06:00:00 - 03/01/2025 07:00:00","BZN|MK","Without Sequence","127.37","",""
"03/01/2025 07:00:00 - 03/01/2025 08:00:00","BZN|MK","Without Sequence","147.13","",""
"03/01/2025 08:00:00 - 03/01/2025 09:00:00","BZN|MK","Without Sequence","139.33","",""
"03/01/2025 09:00:00 - 03/01/2025 10:00:00","BZN|MK","Without Sequence","135.00","",""
"03/01/2025 10:00:00 - 03/01/2025 11:00:00","BZN|MK","Without Sequence","126.85","",""
"03/01/2025 11:00:00 - 03/01/2025 12:00:00","BZN|MK","Without Sequence","117.84","",""
"03/01/2025 12:00:00 - 03/01/2025 13:00:00","BZN|MK","Without Sequence","117.84","",""
"03/01/2025 13:00:00 - 03/01/2025 14:00:00","BZN|MK","Without Sequence","128.04","",""
"03/01/2025 14:00:00 - 03/01/2025 15:00:00","BZN|MK","Without Sequence","130.00","",""
"03/01/2025 15:00:00 - 03/01/2025 16:00:00","BZN|MK","Without Sequence","135.00","",""
"03/01/2025 16:00:00 - 03/01/2025 17:00:00","BZN|MK","Without Sequence","158.96","",""
"03/01/2025 17:00:00 - 03/01/2025 18:00:00","BZN|MK","Without Sequence","179.14","",""
"03/01/2025 18:00:00 - 03/01/2025 19:00:00","BZN|MK","Without Sequence","165.91","",""
"03/01/2025 19:00:00 - 03/01/2025 20:00:00","BZN|MK","Without Sequence","162.48","",""
"03/01/2025 20:00:00 - 03/01/2025 21:00:00","BZN|MK","Without Sequence","145.28","",""
"03/01/2025 21:00:00 - 03/01/2025 22:00:00","BZN|MK","Without Sequence","135.59","",""
"03/01/2025 22:00:00 - 03/01/2025 23:00:00","BZN|MK","Without Sequence","138.00","",""
"03/01/2025 23:00:00 - 04/01/2025 00:00:00","BZN|MK","Without Sequence","122.64","",""
"04/01/2025 00:00:00 - 04/01/2025 01:00:00","BZN|MK","Without Sequence","117.62","",""
"04/01/2025 01:00:00 - 04/01/2025 02:00:00","BZN|MK","Without Sequence","109.44","",""
"04/01/2025 02:00:00 - 04/01/2025 03:00:00","BZN|MK","Without Sequence","107.00","",""
"04/01/2025 03:00:00 - 04/01/2025 04:00:00","BZN|MK","Without Sequence","106.24","",""
"04/01/2025 04:00:00 - 04/01/2025 05:00:00","BZN|MK","Without Sequence","106.29","",""
"04/01/2025 05:00:00 - 04/01/2025 06:00:00","BZN|MK","Without Sequence","111.12","",""
"04/01/2025 06:00:00 - 04/01/2025 07:00:00","BZN|MK","Without Sequence","115.49","",""
"04/01/2025 07:00:00 - 04/01/2025 08:00:00","BZN|MK","Without Sequence","133.14","",""
"04/01/2025 08:00:00 - 04/01/2025 09:00:00","BZN|MK","Without Sequence","137.03","",""
"04/01/2025 09:00:00 - 04/01/2025 10:00:00","BZN|MK","Without Sequence","137.15","",""
"04/01/2025 10:00:00 - 04/01/2025 11:00:00","BZN|MK","Without Sequence","133.26","",""
"04/01/2025 11:00:00 - 04/01/2025 12:00:00","BZN|MK","Without Sequence","129.46","",""
"04/01/2025 12:00:00 - 04/01/2025 13:00:00","BZN|MK","Without Sequence","127.03","",""
"04/01/2025 13:00:00 - 04/01/2025 14:00:00","BZN|MK","Without Sequence","131.24","",""
"04/01/2025 14:00:00 - 04/01/2025 15:00:00","BZN|MK","Without Sequence","139.20","",""
"04/01/2025 15:00:00 - 04/01/2025 16:00:00","BZN|MK","Without Sequence","151.86","",""
"04/01/2025 16:00:00 - 04/01/2025 17:00:00","BZN|MK","Without Sequence","195.21","",""
"04/01/2025 17:00:00 - 04/01/2025 18:00:00","BZN|MK","Without Sequence","210.74","",""
"04/01/2025 18:00:00 - 04/01/2025 19:00:00","BZN|MK","Without Sequence","200.00","",""
"04/01/2025 19:00:00 - 04/01/2025 20:00:00","BZN|MK","Without Sequence","203.22","",""
"04/01/2025 20:00:00 - 04/01/2025 21:00:00","BZN|MK","Without Sequence","175.18","",""
"04/01/2025 21:00:00 - 04/01/2025 22:00:00","BZN|MK","Without Sequence","151.16","",""
"04/01/2025 22:00:00 - 04/01/2025 23:00:00","BZN|MK","Without Sequence","147.95","",""
"04/01/2025 23:00:00 - 05/01/2025 00:00:00","BZN|MK","Without Sequence","131.54","",""
"05/01/2025 00:00:00 - 05/01/2025 01:00:00","BZN|MK","Without Sequence","116.92","",""
"05/01/2025 01:00:00 - 05/01/2025 02:00:00","BZN|MK","Without Sequence","111.51","",""
"05/01/2025 02:00:00 - 05/01/2025 03:00:00","BZN|MK","Without Sequence","105.70","",""
"05/01/2025 03:00:00 - 05/01/2025 04:00:00","BZN|MK","Without Sequence","103.01","",""
"05/01/2025 04:00:00 - 05/01/2025 05:00:00","BZN|MK","Without Sequence","110.00","",""
"05/01/2025 05:00:00 - 05/01/2025 06:00:00","BZN|MK","Without Sequence","115.99","",""
"05/01/2025 06:00:00 - 05/01/2025 07:00:00","BZN|MK","Without Sequence","125.00","",""
"05/01/2025 07:00:00 - 05/01/2025 08:00:00","BZN|MK","Without Sequence","143.00","",""
"05/01/2025 08:00:00 - 05/01/2025 09:00:00","BZN|MK","Without Sequence","128.00","",""
"05/01/2025 09:00:00 - 05/01/2025 10:00:00","BZN|MK","Without Sequence","121.00","",""
"05/01/2025 10:00:00 - 05/01/2025 11:00:00","BZN|MK","Without Sequence","120.00","",""
"05/01/2025 11:00:00 - 05/01/2025 12:00:00","BZN|MK","Without Sequence","113.54","",""
"05/01/2025 12:00:00 - 05/01/2025 13:00:00","BZN|MK","Without Sequence","113.01","",""
"05/01/2025 13:00:00 - 05/01/2025 14:00:00","BZN|MK","Without Sequence","115.64","",""
"05/01/2025 14:00:00 - 05/01/2025 15:00:00","BZN|MK","Without Sequence","132.87","",""
"05/01/2025 15:00:00 - 05/01/2025 16:00:00","BZN|MK","Without Sequence","151.05","",""
"05/01/2025 16:00:00 - 05/01/2025 17:00:00","BZN|MK","Without Sequence","202.70","",""
"05/01/2025 17:00:00 - 05/01/2025 18:00:00","BZN|MK","Without Sequence","210.02","",""
"05/01/2025 18:00:00 - 05/01/2025 19:00:00","BZN|MK","Without Sequence","207.25","",""
"05/01/2025 19:00:00 - 05/01/2025 20:00:00","BZN|MK","Without Sequence","197.46","",""
"05/01/2025 20:00:00 - 05/01/2025 21:00:00","BZN|MK","Without Sequence","180.00","",""
"05/01/2025 21:00:00 - 05/01/2025 22:00:00","BZN|MK","Without Sequence","154.50","",""
"05/01/2025 22:00:00 - 05/01/2025 23:00:00","BZN|MK","Without Sequence","141.26","",""
"05/01/2025 23:00:00 - 06/01/2025 00:00:00","BZN|MK","Without Sequence","133.12","",""
"06/01/2025 00:00:00 - 06/01/2025 01:00:00","BZN|MK","Without Sequence","111.71","",""
"06/01/2025 01:00:00 - 06/01/2025 02:00:00","BZN|MK","Without Sequence","104.99","",""
"06/01/2025 02:00:00 - 06/01/2025 03:00:00","BZN|MK","Without Sequence","93.13","",""
"06/01/2025 03:00:00 - 06/01/2025 04:00:00","BZN|MK","Without Sequence","85.56","",""
"06/01/2025 04:00:00 - 06/01/2025 05:00:00","BZN|MK","Without Sequence","87.70","",""
"06/01/2025 05:00:00 - 06/01/2025 06:00:00","BZN|MK","Without Sequence","101.23","",""
"06/01/2025 06:00:00 - 06/01/2025 07:00:00","BZN|MK","Without Sequence","125.53","",""
"06/01/2025 07:00:00 - 06/01/2025 08:00:00","BZN|MK","Without Sequence","150.00","",""
"06/01/2025 08:00:00 - 06/01/2025 09:00:00","BZN|MK","Without Sequence","135.03","",""
"06/01/2025 09:00:00 - 06/01/2025 10:00:00","BZN|MK","Without Sequence","131.01","",""
"06/01/2025 10:00:00 - 06/01/2025 11:00:00","BZN|MK","Without Sequence","119.00","",""
"06/01/2025 11:00:00 - 06/01/2025 12:00:00","BZN|MK","Without Sequence","121.93","",""
"06/01/2025 12:00:00 - 06/01/2025 13:00:00","BZN|MK","Without Sequence","120.77","",""
"06/01/2025 13:00:00 - 06/01/2025 14:00:00","BZN|MK","Without Sequence","130.00","",""
"06/01/2025 14:00:00 - 06/01/2025 15:00:00","BZN|MK","Without Sequence","131.75","",""
"06/01/2025 15:00:00 - 06/01/2025 16:00:00","BZN|MK","Without Sequence","157.70","",""
"06/01/2025 16:00:00 - 06/01/2025 17:00:00","BZN|MK","Without Sequence","193.44","",""
"06/01/2025 17:00:00 - 06/01/2025 18:00:00","BZN|MK","Without Sequence","187.25","",""
"06/01/2025 18:00:00 - 06/01/2025 19:00:00","BZN|MK","Without Sequence","184.52","",""
"06/01/2025 19:00:00 - 06/01/2025 20:00:00","BZN|MK","Without Sequence","170.81","",""
"06/01/2025 20:00:00 - 06/01/2025 21:00:00","BZN|MK","Without Sequence","157.01","",""
"06/01/2025 21:00:00 - 06/01/2025 22:00:00","BZN|MK","Without Sequence","127.37","",""
"06/01/2025 22:00:00 - 06/01/2025 23:00:00","BZN|MK","Without Sequence","129.51","",""
"06/01/2025 23:00:00 - 07/01/2025 00:00:00","BZN|MK","Without Sequence","114.65","",""
"07/01/2025 00:00:00 - 07/01/2025 01:00:00","BZN|MK","Without Sequence","111.19","",""
"07/01/2025 01:00:00 - 07/01/2025 02:00:00","BZN|MK","Without Sequence","103.41","",""
"07/01/2025 02:00:00 - 07/01/2025 03:00:00","BZN|MK","Without Sequence","89.24","",""
"07/01/2025 03:00:00 - 07/01/2025 04:00:00","BZN|MK","Without Sequence","75.85","",""
"07/01/2025 04:00:00 - 07/01/2025 05:00:00","BZN|MK","Without Sequence","79.34","",""
"07/01/2025 05:00:00 - 07/01/2025 06:00:00","BZN|MK","Without Sequence","99.30","",""
"07/01/2025 06:00:00 - 07/01/2025 07:00:00","BZN|MK","Without Sequence","130.40","",""
"07/01/2025 07:00:00 - 07/01/2025 08:00:00","BZN|MK","Without Sequence","141.79","",""
"07/01/2025 08:00:00 - 07/01/2025 09:00:00","BZN|MK","Without Sequence","133.82","",""
"07/01/2025 09:00:00 - 07/01/2025 10:00:00","BZN|MK","Without Sequence","132.24","",""
"07/01/2025 10:00:00 - 07/01/2025 11:00:00","BZN|MK","Without Sequence","124.91","",""
"07/01/2025 11:00:00 - 07/01/2025 12:00:00","BZN|MK","Without Sequence","123.73","",""
"07/01/2025 12:00:00 - 07/01/2025 13:00:00","BZN|MK","Without Sequence","124.51","",""
"07/01/2025 13:00:00 - 07/01/2025 14:00:00","BZN|MK","Without Sequence","138.91","",""
"07/01/2025 14:00:00 - 07/01/2025 15:00:00","BZN|MK","Without Sequence","146.73","",""
"07/01/2025 15:00:00 - 07/01/2025 16:00:00","BZN|MK","Without Sequence","151.09","",""
"07/01/2025 16:00:00 - 07/01/2025 17:00:00","BZN|MK","Without Sequence","175.50","",""
"07/01/2025 17:00:00 - 07/01/2025 18:00:00","BZN|MK","Without Sequence","173.20","",""
"07/01/2025 18:00:00 - 07/01/2025 19:00:00","BZN|MK","Without Sequence","163.19","",""
"07/01/2025 19:00:00 - 07/01/2025 20:00:00","BZN|MK","Without Sequence","162.85","",""
"07/01/2025 20:00:00 - 07/01/2025 21:00:00","BZN|MK","Without Sequence","149.74","",""
"07/01/2025 21:00:00 - 07/01/2025 22:00:00","BZN|MK","Without Sequence","130.00","",""
"07/01/2025 22:00:00 - 07/01/2025 23:00:00","BZN|MK","Without Sequence","136.14","",""
"07/01/2025 23:00:00 - 08/01/2025 00:00:00","BZN|MK","Without Sequence","119.59","",""
"08/01/2025 00:00:00 - 08/01/2025 01:00:00","BZN|MK","Without Sequence","100.00","",""
"08/01/2025 01:00:00 - 08/01/2025 02:00:00","BZN|MK","Without Sequence","90.00","",""
"08/01/2025 02:00:00 - 08/01/2025 03:00:00","BZN|MK","Without Sequence","78.27","",""
"08/01/2025 03:00:00 - 08/01/2025 04:00:00","BZN|MK","Without Sequence","70.00","",""
"08/01/2025 04:00:00 - 08/01/2025 05:00:00","BZN|MK","Without Sequence","77.31","",""
"08/01/2025 05:00:00 - 08/01/2025 06:00:00","BZN|MK","Without Sequence","88.95","",""
"08/01/2025 06:00:00 - 08/01/2025 07:00:00","BZN|MK","Without Sequence","123.47","",""
"08/01/2025 07:00:00 - 08/01/2025 08:00:00","BZN|MK","Without Sequence","146.11","",""
"08/01/2025 08:00:00 - 08/01/2025 09:00:00","BZN|MK","Without Sequence","144.78","",""
"08/01/2025 09:00:00 - 08/01/2025 10:00:00","BZN|MK","Without Sequence","130.00","",""
"08/01/2025 10:00:00 - 08/01/2025 11:00:00","BZN|MK","Without Sequence","123.93","",""
"08/01/2025 11:00:00 - 08/01/2025 12:00:00","BZN|MK","Without Sequence","114.31","",""
"08/01/2025 12:00:00 - 08/01/2025 13:00:00","BZN|MK","Without Sequence","115.41","",""
"08/01/2025 13:00:00 - 08/01/2025 14:00:00","BZN|MK","Without Sequence","122.93","",""
"08/01/2025 14:00:00 - 08/01/2025 15:00:00","BZN|MK","Without Sequence","133.57","",""
"08/01/2025 15:00:00 - 08/01/2025 16:00:00","BZN|MK","Without Sequence","142.19","",""
"08/01/2025 16:00:00 - 08/01/2025 17:00:00","BZN|MK","Without Sequence","164.16","",""
"08/01/2025 17:00:00 - 08/01/2025 18:00:00","BZN|MK","Without Sequence","176.15","",""
"08/01/2025 18:00:00 - 08/01/2025 19:00:00","BZN|MK","Without Sequence","165.94","",""
"08/01/2025 19:00:00 - 08/01/2025 20:00:00","BZN|MK","Without Sequence","163.98","",""
"08/01/2025 20:00:00 - 08/01/2025 21:00:00","BZN|MK","Without Sequence","150.53","",""
"08/01/2025 21:00:00 - 08/01/2025 22:00:00","BZN|MK","Without Sequence","130.00","",""
"08/01/2025 22:00:00 - 08/01/2025 23:00:00","BZN|MK","Without Sequence","125.73","",""
"08/01/2025 23:00:00 - 09/01/2025 00:00:00","BZN|MK","Without Sequence","113.40","",""
"09/01/2025 00:00:00 - 09/01/2025 01:00:00","BZN|MK","Without Sequence","110.41","",""
"09/01/2025 01:00:00 - 09/01/2025 02:00:00","BZN|MK","Without Sequence","109.65","",""
"09/01/2025 02:00:00 - 09/01/2025 03:00:00","BZN|MK","Without Sequence","100.00","",""
"09/01/2025 03:00:00 - 09/01/2025 04:00:00","BZN|MK","Without Sequence","97.55","",""
"09/01/2025 04:00:00 - 09/01/2025 05:00:00","BZN|MK","Without Sequence","103.56","",""
"09/01/2025 05:00:00 - 09/01/2025 06:00:00","BZN|MK","Without Sequence","109.49","",""
"09/01/2025 06:00:00 - 09/01/2025 07:00:00","BZN|MK","Without Sequence","131.40","",""
"09/01/2025 07:00:00 - 09/01/2025 08:00:00","BZN|MK","Without Sequence","146.06","",""
"09/01/2025 08:00:00 - 09/01/2025 09:00:00","BZN|MK","Without Sequence","154.38","",""
"09/01/2025 09:00:00 - 09/01/2025 10:00:00","BZN|MK","Without Sequence","142.58","",""
"09/01/2025 10:00:00 - 09/01/2025 11:00:00","BZN|MK","Without Sequence","133.15","",""
"09/01/2025 11:00:00 - 09/01/2025 12:00:00","BZN|MK","Without Sequence","125.06","",""
"09/01/2025 12:00:00 - 09/01/2025 13:00:00","BZN|MK","Without Sequence","120.29","",""
"09/01/2025 13:00:00 - 09/01/2025 14:00:00","BZN|MK","Without Sequence","125.00","",""
"09/01/2025 14:00:00 - 09/01/2025 15:00:00","BZN|MK","Without Sequence","124.85","",""
"09/01/2025 15:00:00 - 09/01/2025 16:00:00","BZN|MK","Without Sequence","138.80","",""
"09/01/2025 16:00:00 - 09/01/2025 17:00:00","BZN|MK","Without Sequence","152.03","",""
"09/01/2025 17:00:00 - 09/01/2025 18:00:00","BZN|MK","Without Sequence","154.56","",""
"09/01/2025 18:00:00 - 09/01/2025 19:00:00","BZN|MK","Without Sequence","152.08","",""
"09/01/2025 19:00:00 - 09/01/2025 20:00:00","BZN|MK","Without Sequence","148.44","",""
"09/01/2025 20:00:00 - 09/01/2025 21:00:00","BZN|MK","Without Sequence","137.24","",""
"09/01/2025 21:00:00 - 09/01/2025 22:00:00","BZN|MK","Without Sequence","129.24","",""
"09/01/2025 22:00:00 - 09/01/2025 23:00:00","BZN|MK","Without Sequence","117.25","",""
"09/01/2025 23:00:00 - 10/01/2025 00:00:00","BZN|MK","Without Sequence","107.80","",""
"10/01/2025 00:00:00 - 10/01/2025 01:00:00","BZN|MK","Without Sequence","105.00","",""
"10/01/2025 01:00:00 - 10/01/2025 02:00:00","BZN|MK","Without Sequence","75.81","",""
"10/01/2025 02:00:00 - 10/01/2025 03:00:00","BZN|MK","Without Sequence","67.03","",""
"10/01/2025 03:00:00 - 10/01/2025 04:00:00","BZN|MK","Without Sequence","64.88","",""
"10/01/2025 04:00:00 - 10/01/2025 05:00:00","BZN|MK","Without Sequence","71.60","",""
"10/01/2025 05:00:00 - 10/01/2025 06:00:00","BZN|MK","Without Sequence","83.44","",""
"10/01/2025 06:00:00 - 10/01/2025 07:00:00","BZN|MK","Without Sequence","127.10","",""
"10/01/2025 07:00:00 - 10/01/2025 08:00:00","BZN|MK","Without Sequence","143.06","",""
"10/01/2025 08:00:00 - 10/01/2025 09:00:00","BZN|MK","Without Sequence","146.27","",""
"10/01/2025 09:00:00 - 10/01/2025 10:00:00","BZN|MK","Without Sequence","132.61","",""
"10/01/2025 10:00:00 - 10/01/2025 11:00:00","BZN|MK","Without Sequence","122.95","",""
"10/01/2025 11:00:00 - 10/01/2025 12:00:00","BZN|MK","Without Sequence","117.54","",""
"10/01/2025 12:00:00 - 10/01/2025 13:00:00","BZN|MK","Without Sequence","109.06","",""
"10/01/2025 13:00:00 - 10/01/2025 14:00:00","BZN|MK","Without Sequence","119.71","",""
"10/01/2025 14:00:00 - 10/01/2025 15:00:00","BZN|MK","Without Sequence","125.00","",""
"10/01/2025 15:00:00 - 10/01/2025 16:00:00","BZN|MK","Without Sequence","129.00","",""
"10/01/2025 16:00:00 - 10/01/2025 17:00:00","BZN|MK","Without Sequence","148.72","",""
"10/01/2025 17:00:00 - 10/01/2025 18:00:00","BZN|MK","Without Sequence","153.62","",""
"10/01/2025 18:00:00 - 10/01/2025 19:00:00","BZN|MK","Without Sequence","154.65","",""
"10/01/2025 19:00:00 - 10/01/2025 20:00:00","BZN|MK","Without Sequence","151.12","",""
"10/01/2025 20:00:00 - 10/01/2025 21:00:00","BZN|MK","Without Sequence","136.80","",""
"10/01/2025 21:00:00 - 10/01/2025 22:00:00","BZN|MK","Without Sequence","125.21","",""
"10/01/2025 22:00:00 - 10/01/2025 23:00:00","BZN|MK","Without Sequence","116.96","",""
"10/01/2025 23:00:00 - 11/01/2025 00:00:00","BZN|MK","Without Sequence","108.88","",""
"11/01/2025 00:00:00 - 11/01/2025 01:00:00","BZN|MK","Without Sequence","113.00","",""
"11/01/2025 01:00:00 - 11/01/2025 02:00:00","BZN|MK","Without Sequence","105.37","",""
"11/01/2025 02:00:00 - 11/01/2025 03:00:00","BZN|MK","Without Sequence","99.41","",""
"11/01/2025 03:00:00 - 11/01/2025 04:00:00","BZN|MK","Without Sequence","91.22","",""
"11/01/2025 04:00:00 - 11/01/2025 05:00:00","BZN|MK","Without Sequence","89.55","",""
"11/01/2025 05:00:00 - 11/01/2025 06:00:00","BZN|MK","Without Sequence","98.99","",""
"11/01/2025 06:00:00 - 11/01/2025 07:00:00","BZN|MK","Without Sequence","117.32","",""
"11/01/2025 07:00:00 - 11/01/2025 08:00:00","BZN|MK","Without Sequence","125.00","",""
"11/01/2025 08:00:00 - 11/01/2025 09:00:00","BZN|MK","Without Sequence","122.90","",""
"11/01/2025 09:00:00 - 11/01/2025 10:00:00","BZN|MK","Without Sequence","122.57","",""
"11/01/2025 10:00:00 - 11/01/2025 11:00:00","BZN|MK","Without Sequence","111.37","",""
"11/01/2025 11:00:00 - 11/01/2025 12:00:00","BZN|MK","Without Sequence","106.06","",""
"11/01/2025 12:00:00 - 11/01/2025 13:00:00","BZN|MK","Without Sequence","102.56","",""
"11/01/2025 13:00:00 - 11/01/2025 14:00:00","BZN|MK","Without Sequence","109.06","",""
"11/01/2025 14:00:00 - 11/01/2025 15:00:00","BZN|MK","Without Sequence","119.13","",""
"11/01/2025 15:00:00 - 11/01/2025 16:00:00","BZN|MK","Without Sequence","127.53","",""
"11/01/2025 16:00:00 - 11/01/2025 17:00:00","BZN|MK","Without Sequence","138.85","",""
"11/01/2025 17:00:00 - 11/01/2025 18:00:00","BZN|MK","Without Sequence","146.08","",""
"11/01/2025 18:00:00 - 11/01/2025 19:00:00","BZN|MK","Without Sequence","148.41","",""
"11/01/2025 19:00:00 - 11/01/2025 20:00:00","BZN|MK","Without Sequence","145.17","",""
"11/01/2025 20:00:00 - 11/01/2025 21:00:00","BZN|MK","Without Sequence","134.25","",""
"11/01/2025 21:00:00 - 11/01/2025 22:00:00","BZN|MK","Without Sequence","123.02","",""
"11/01/2025 22:00:00 - 11/01/2025 23:00:00","BZN|MK","Without Sequence","123.09","",""
"11/01/2025 23:00:00 - 12/01/2025 00:00:00","BZN|MK","Without Sequence","118.00","",""
"12/01/2025 00:00:00 - 12/01/2025 01:00:00","BZN|MK","Without Sequence","107.94","",""
"12/01/2025 01:00:00 - 12/01/2025 02:00:00","BZN|MK","Without Sequence","101.16","",""
"12/01/2025 02:00:00 - 12/01/2025 03:00:00","BZN|MK","Without Sequence","94.91","",""
"12/01/2025 03:00:00 - 12/01/2025 04:00:00","BZN|MK","Without Sequence","82.79","",""
"12/01/2025 04:00:00 - 12/01/2025 05:00:00","BZN|MK","Without Sequence","82.37","",""
"12/01/2025 05:00:00 - 12/01/2025 06:00:00","BZN|MK","Without Sequence","86.25","",""
"12/01/2025 06:00:00 - 12/01/2025 07:00:00","BZN|MK","Without Sequence","94.91","",""
"12/01/2025 07:00:00 - 12/01/2025 08:00:00","BZN|MK","Without Sequence","107.63","",""
"12/01/2025 08:00:00 - 12/01/2025 09:00:00","BZN|MK","Without Sequence","114.00","",""
"12/01/2025 09:00:00 - 12/01/2025 10:00:00","BZN|MK","Without Sequence","118.66","",""
"12/01/2025 10:00:00 - 12/01/2025 11:00:00","BZN|MK","Without Sequence","114.75","",""
"12/01/2025 11:00:00 - 12/01/2025 12:00:00","BZN|MK","Without Sequence","110.00","",""
"12/01/2025 12:00:00 - 12/01/2025 13:00:00","BZN|MK","Without Sequence","110.00","",""
