"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"25/01/2025 10:00:00 - 25/01/2025 11:00:00","BZN|MK","Without Sequence","111.14","",""
"25/01/2025 11:00:00 - 25/01/2025 12:00:00","BZN|MK","Without Sequence","92.40","",""
"25/01/2025 12:00:00 - 25/01/2025 13:00:00","BZN|MK","Without Sequence","85.37","",""
"25/01/2025 13:00:00 - 25/01/2025 14:00:00","BZN|MK","Without Sequence","103.05","",""
"25/01/2025 14:00:00 - 25/01/2025 15:00:00","BZN|MK","Without Sequence","115.00","",""
"25/01/2025 15:00:00 - 25/01/2025 16:00:00","BZN|MK","Without Sequence","124.53","",""
"25/01/2025 16:00:00 - 25/01/2025 17:00:00","BZN|MK","Without Sequence","166.66","",""
"25/01/2025 17:00:00 - 25/01/2025 18:00:00","BZN|MK","Without Sequence","181.10","",""
"25/01/2025 18:00:00 - 25/01/2025 19:00:00","BZN|MK","Without Sequence","175.81","",""
"25/01/2025 19:00:00 - 25/01/2025 20:00:00","BZN|MK","Without Sequence","177.87","",""
"25/01/2025 20:00:00 - 25/01/2025 21:00:00","BZN|MK","Without Sequence","154.46","",""
"25/01/2025 21:00:00 - 25/01/2025 22:00:00","BZN|MK","Without Sequence","147.46","",""
"25/01/2025 22:00:00 - 25/01/2025 23:00:00","BZN|MK","Without Sequence","144.13","",""
"25/01/2025 23:00:00 - 26/01/2025 00:00:00","BZN|MK","Without Sequence","132.98","",""
"26/01/2025 00:00:00 - 26/01/2025 01:00:00","BZN|MK","Without Sequence","123.25","",""
"26/01/2025 01:00:00 - 26/01/2025 02:00:00","BZN|MK","Without Sequence","120.61","",""
"26/01/2025 02:00:00 - 26/01/2025 03:00:00","BZN|MK","Without Sequence","110.83","",""
"26/01/2025 03:00:00 - 26/01/2025 04:00:00","BZN|MK","Without Sequence","106.65","",""
"26/01/2025 04:00:00 - 26/01/2025 05:00:00","BZN|MK","Without Sequence","105.44","",""
"26/01/2025 05:00:00 - 26/01/2025 06:00:00","BZN|MK","Without Sequence","107.31","",""
"26/01/2025 06:00:00 - 26/01/2025 07:00:00","BZN|MK","Without Sequence","114.34","",""
"26/01/2025 07:00:00 - 26/01/2025 08:00:00","BZN|MK","Without Sequence","114.34","",""
"26/01/2025 08:00:00 - 26/01/2025 09:00:00","BZN|MK","Without Sequence","117.90","",""
"26/01/2025 09:00:00 - 26/01/2025 10:00:00","BZN|MK","Without Sequence","117.21","",""
"26/01/2025 10:00:00 - 26/01/2025 11:00:00","BZN|MK","Without Sequence","114.73","",""
"26/01/2025 11:00:00 - 26/01/2025 12:00:00","BZN|MK","Without Sequence","110.58","",""
"26/01/2025 12:00:00 - 26/01/2025 13:00:00","BZN|MK","Without Sequence","107.11","",""
"26/01/2025 13:00:00 - 26/01/2025 14:00:00","BZN|MK","Without Sequence","108.77","",""
"26/01/2025 14:00:00 - 26/01/2025 15:00:00","BZN|MK","Without Sequence","115.48","",""
"26/01/2025 15:00:00 - 26/01/2025 16:00:00","BZN|MK","Without Sequence","133.19","",""
"26/01/2025 16:00:00 - 26/01/2025 17:00:00","BZN|MK","Without Sequence","156.54","",""
"26/01/2025 17:00:00 - 26/01/2025 18:00:00","BZN|MK","Without Sequence","162.37","",""
"26/01/2025 18:00:00 - 26/01/2025 19:00:00","BZN|MK","Without Sequence","162.72","",""
"26/01/2025 19:00:00 - 26/01/2025 20:00:00","BZN|MK","Without Sequence","156.78","",""
"26/01/2025 20:00:00 - 26/01/2025 21:00:00","BZN|MK","Without Sequence","150.58","",""
"26/01/2025 21:00:00 - 26/01/2025 22:00:00","BZN|MK","Without Sequence","133.69","",""
"26/01/2025 22:00:00 - 26/01/2025 23:00:00","BZN|MK","Without Sequence","125.01","",""
"26/01/2025 23:00:00 - 27/01/2025 00:00:00","BZN|MK","Without Sequence","113.55","",""
"27/01/2025 00:00:00 - 27/01/2025 01:00:00","BZN|MK","Without Sequence","100.86","",""
"27/01/2025 01:00:00 - 27/01/2025 02:00:00","BZN|MK","Without Sequence","90.93","",""
"27/01/2025 02:00:00 - 27/01/2025 03:00:00","BZN|MK","Without Sequence","76.97","",""
"27/01/2025 03:00:00 - 27/01/2025 04:00:00","BZN|MK","Without Sequence","75.20","",""
"27/01/2025 04:00:00 - 27/01/2025 05:00:00","BZN|MK","Without Sequence","85.00","",""
"27/01/2025 05:00:00 - 27/01/2025 06:00:00","BZN|MK","Without Sequence","114.81","",""
"27/01/2025 06:00:00 - 27/01/2025 07:00:00","BZN|MK","Without Sequence","134.79","",""
"27/01/2025 07:00:00 - 27/01/2025 08:00:00","BZN|MK","Without Sequence","156.76","",""
"27/01/2025 08:00:00 - 27/01/2025 09:00:00","BZN|MK","Without Sequence","155.14","",""
"27/01/2025 09:00:00 - 27/01/2025 10:00:00","BZN|MK","Without Sequence","137.05","",""
"27/01/2025 10:00:00 - 27/01/2025 11:00:00","BZN|MK","Without Sequence","124.80","",""
"27/01/2025 11:00:00 - 27/01/2025 12:00:00","BZN|MK","Without Sequence","110.00","",""
"27/01/2025 12:00:00 - 27/01/2025 13:00:00","BZN|MK","Without Sequence","110.00","",""
"27/01/2025 13:00:00 - 27/01/2025 14:00:00","BZN|MK","Without Sequence","120.98","",""
"27/01/2025 14:00:00 - 27/01/2025 15:00:00","BZN|MK","Without Sequence","133.40","",""
"27/01/2025 15:00:00 - 27/01/2025 16:00:00","BZN|MK","Without Sequence","150.56","",""
"27/01/2025 16:00:00 - 27/01/2025 17:00:00","BZN|MK","Without Sequence","164.42","",""
"27/01/2025 17:00:00 - 27/01/2025 18:00:00","BZN|MK","Without Sequence","178.86","",""
"27/01/2025 18:00:00 - 27/01/2025 19:00:00","BZN|MK","Without Sequence","169.40","",""
"27/01/2025 19:00:00 - 27/01/2025 20:00:00","BZN|MK","Without Sequence","166.90","",""
"27/01/2025 20:00:00 - 27/01/2025 21:00:00","BZN|MK","Without Sequence","148.75","",""
"27/01/2025 21:00:00 - 27/01/2025 22:00:00","BZN|MK","Without Sequence","136.98","",""
"27/01/2025 22:00:00 - 27/01/2025 23:00:00","BZN|MK","Without Sequence","138.85","",""
"27/01/2025 23:00:00 - 28/01/2025 00:00:00","BZN|MK","Without Sequence","125.00","",""
"28/01/2025 00:00:00 - 28/01/2025 01:00:00","BZN|MK","Without Sequence","109.29","",""
"28/01/2025 01:00:00 - 28/01/2025 02:00:00","BZN|MK","Without Sequence","101.36","",""
"28/01/2025 02:00:00 - 28/01/2025 03:00:00","BZN|MK","Without Sequence","93.28","",""
"28/01/2025 03:00:00 - 28/01/2025 04:00:00","BZN|MK","Without Sequence","85.92","",""
"28/01/2025 04:00:00 - 28/01/2025 05:00:00","BZN|MK","Without Sequence","94.68","",""
"28/01/2025 05:00:00 - 28/01/2025 06:00:00","BZN|MK","Without Sequence","115.23","",""
"28/01/2025 06:00:00 - 28/01/2025 07:00:00","BZN|MK","Without Sequence","145.71","",""
"28/01/2025 07:00:00 - 28/01/2025 08:00:00","BZN|MK","Without Sequence","151.66","",""
"28/01/2025 08:00:00 - 28/01/2025 09:00:00","BZN|MK","Without Sequence","145.45","",""
"28/01/2025 09:00:00 - 28/01/2025 10:00:00","BZN|MK","Without Sequence","116.64","",""
"28/01/2025 10:00:00 - 28/01/2025 11:00:00","BZN|MK","Without Sequence","110.57","",""
"28/01/2025 11:00:00 - 28/01/2025 12:00:00","BZN|MK","Without Sequence","104.77","",""
"28/01/2025 12:00:00 - 28/01/2025 13:00:00","BZN|MK","Without Sequence","105.45","",""
"28/01/2025 13:00:00 - 28/01/2025 14:00:00","BZN|MK","Without Sequence","114.75","",""
"28/01/2025 14:00:00 - 28/01/2025 15:00:00","BZN|MK","Without Sequence","125.21","",""
"28/01/2025 15:00:00 - 28/01/2025 16:00:00","BZN|MK","Without Sequence","127.89","",""
"28/01/2025 16:00:00 - 28/01/2025 17:00:00","BZN|MK","Without Sequence","151.11","",""
"28/01/2025 17:00:00 - 28/01/2025 18:00:00","BZN|MK","Without Sequence","162.92","",""
"28/01/2025 18:00:00 - 28/01/2025 19:00:00","BZN|MK","Without Sequence","160.45","",""
"28/01/2025 19:00:00 - 28/01/2025 20:00:00","BZN|MK","Without Sequence","160.01","",""
"28/01/2025 20:00:00 - 28/01/2025 21:00:00","BZN|MK","Without Sequence","144.72","",""
"28/01/2025 21:00:00 - 28/01/2025 22:00:00","BZN|MK","Without Sequence","121.25","",""
"28/01/2025 22:00:00 - 28/01/2025 23:00:00","BZN|MK","Without Sequence","114.90","",""
"28/01/2025 23:00:00 - 29/01/2025 00:00:00","BZN|MK","Without Sequence","105.39","",""
"29/01/2025 00:00:00 - 29/01/2025 01:00:00","BZN|MK","Without Sequence","104.64","",""
"29/01/2025 01:00:00 - 29/01/2025 02:00:00","BZN|MK","Without Sequence","91.46","",""
"29/01/2025 02:00:00 - 29/01/2025 03:00:00","BZN|MK","Without Sequence","83.52","",""
"29/01/2025 03:00:00 - 29/01/2025 04:00:00","BZN|MK","Without Sequence","82.91","",""
"29/01/2025 04:00:00 - 29/01/2025 05:00:00","BZN|MK","Without Sequence","87.80","",""
"29/01/2025 05:00:00 - 29/01/2025 06:00:00","BZN|MK","Without Sequence","109.11","",""
"29/01/2025 06:00:00 - 29/01/2025 07:00:00","BZN|MK","Without Sequence","137.71","",""
"29/01/2025 07:00:00 - 29/01/2025 08:00:00","BZN|MK","Without Sequence","153.55","",""
"29/01/2025 08:00:00 - 29/01/2025 09:00:00","BZN|MK","Without Sequence","147.19","",""
"29/01/2025 09:00:00 - 29/01/2025 10:00:00","BZN|MK","Without Sequence","134.12","",""
"29/01/2025 10:00:00 - 29/01/2025 11:00:00","BZN|MK","Without Sequence","123.04","",""
"29/01/2025 11:00:00 - 29/01/2025 12:00:00","BZN|MK","Without Sequence","110.27","",""
"29/01/2025 12:00:00 - 29/01/2025 13:00:00","BZN|MK","Without Sequence","102.78","",""
"29/01/2025 13:00:00 - 29/01/2025 14:00:00","BZN|MK","Without Sequence","107.76","",""
"29/01/2025 14:00:00 - 29/01/2025 15:00:00","BZN|MK","Without Sequence","125.14","",""
"29/01/2025 15:00:00 - 29/01/2025 16:00:00","BZN|MK","Without Sequence","135.00","",""
"29/01/2025 16:00:00 - 29/01/2025 17:00:00","BZN|MK","Without Sequence","147.69","",""
"29/01/2025 17:00:00 - 29/01/2025 18:00:00","BZN|MK","Without Sequence","157.13","",""
"29/01/2025 18:00:00 - 29/01/2025 19:00:00","BZN|MK","Without Sequence","157.52","",""
"29/01/2025 19:00:00 - 29/01/2025 20:00:00","BZN|MK","Without Sequence","153.50","",""
"29/01/2025 20:00:00 - 29/01/2025 21:00:00","BZN|MK","Without Sequence","145.35","",""
"29/01/2025 21:00:00 - 29/01/2025 22:00:00","BZN|MK","Without Sequence","132.99","",""
"29/01/2025 22:00:00 - 29/01/2025 23:00:00","BZN|MK","Without Sequence","128.71","",""
"29/01/2025 23:00:00 - 30/01/2025 00:00:00","BZN|MK","Without Sequence","111.43","",""
"30/01/2025 00:00:00 - 30/01/2025 01:00:00","BZN|MK","Without Sequence","108.00","",""
"30/01/2025 01:00:00 - 30/01/2025 02:00:00","BZN|MK","Without Sequence","102.08","",""
"30/01/2025 02:00:00 - 30/01/2025 03:00:00","BZN|MK","Without Sequence","98.49","",""
"30/01/2025 03:00:00 - 30/01/2025 04:00:00","BZN|MK","Without Sequence","93.57","",""
"30/01/2025 04:00:00 - 30/01/2025 05:00:00","BZN|MK","Without Sequence","98.49","",""
"30/01/2025 05:00:00 - 30/01/2025 06:00:00","BZN|MK","Without Sequence","111.08","",""
"30/01/2025 06:00:00 - 30/01/2025 07:00:00","BZN|MK","Without Sequence","139.13","",""
"30/01/2025 07:00:00 - 30/01/2025 08:00:00","BZN|MK","Without Sequence","160.50","",""
"30/01/2025 08:00:00 - 30/01/2025 09:00:00","BZN|MK","Without Sequence","166.27","",""
"30/01/2025 09:00:00 - 30/01/2025 10:00:00","BZN|MK","Without Sequence","151.50","",""
"30/01/2025 10:00:00 - 30/01/2025 11:00:00","BZN|MK","Without Sequence","133.45","",""
"30/01/2025 11:00:00 - 30/01/2025 12:00:00","BZN|MK","Without Sequence","121.00","",""
"30/01/2025 12:00:00 - 30/01/2025 13:00:00","BZN|MK","Without Sequence","113.46","",""
"30/01/2025 13:00:00 - 30/01/2025 14:00:00","BZN|MK","Without Sequence","122.74","",""
"30/01/2025 14:00:00 - 30/01/2025 15:00:00","BZN|MK","Without Sequence","137.66","",""
"30/01/2025 15:00:00 - 30/01/2025 16:00:00","BZN|MK","Without Sequence","148.50","",""
"30/01/2025 16:00:00 - 30/01/2025 17:00:00","BZN|MK","Without Sequence","170.58","",""
"30/01/2025 17:00:00 - 30/01/2025 18:00:00","BZN|MK","Without Sequence","183.91","",""
"30/01/2025 18:00:00 - 30/01/2025 19:00:00","BZN|MK","Without Sequence","183.51","",""
"30/01/2025 19:00:00 - 30/01/2025 20:00:00","BZN|MK","Without Sequence","173.87","",""
"30/01/2025 20:00:00 - 30/01/2025 21:00:00","BZN|MK","Without Sequence","154.77","",""
"30/01/2025 21:00:00 - 30/01/2025 22:00:00","BZN|MK","Without Sequence","150.92","",""
"30/01/2025 22:00:00 - 30/01/2025 23:00:00","BZN|MK","Without Sequence","144.70","",""
"30/01/2025 23:00:00 - 31/01/2025 00:00:00","BZN|MK","Without Sequence","127.83","",""
"31/01/2025 00:00:00 - 31/01/2025 01:00:00","BZN|MK","Without Sequence","119.92","",""
"31/01/2025 01:00:00 - 31/01/2025 02:00:00","BZN|MK","Without Sequence","108.89","",""
"31/01/2025 02:00:00 - 31/01/2025 03:00:00","BZN|MK","Without Sequence","103.12","",""
"31/01/2025 03:00:00 - 31/01/2025 04:00:00","BZN|MK","Without Sequence","99.62","",""
"31/01/2025 04:00:00 - 31/01/2025 05:00:00","BZN|MK","Without Sequence","101.22","",""
"31/01/2025 05:00:00 - 31/01/2025 06:00:00","BZN|MK","Without Sequence","116.03","",""
"31/01/2025 06:00:00 - 31/01/2025 07:00:00","BZN|MK","Without Sequence","146.25","",""
"31/01/2025 07:00:00 - 31/01/2025 08:00:00","BZN|MK","Without Sequence","156.42","",""
"31/01/2025 08:00:00 - 31/01/2025 09:00:00","BZN|MK","Without Sequence","158.88","",""
"31/01/2025 09:00:00 - 31/01/2025 10:00:00","BZN|MK","Without Sequence","146.98","",""
"31/01/2025 10:00:00 - 31/01/2025 11:00:00","BZN|MK","Without Sequence","124.99","",""
"31/01/2025 11:00:00 - 31/01/2025 12:00:00","BZN|MK","Without Sequence","116.31","",""
"31/01/2025 12:00:00 - 31/01/2025 13:00:00","BZN|MK","Without Sequence","105.64","",""
"31/01/2025 13:00:00 - 31/01/2025 14:00:00","BZN|MK","Without Sequence","109.01","",""
"31/01/2025 14:00:00 - 31/01/2025 15:00:00","BZN|MK","Without Sequence","119.91","",""
"31/01/2025 15:00:00 - 31/01/2025 16:00:00","BZN|MK","Without Sequence","141.13","",""
"31/01/2025 16:00:00 - 31/01/2025 17:00:00","BZN|MK","Without Sequence","164.96","",""
"31/01/2025 17:00:00 - 31/01/2025 18:00:00","BZN|MK","Without Sequence","186.92","",""
"31/01/2025 18:00:00 - 31/01/2025 19:00:00","BZN|MK","Without Sequence","186.65","",""
"31/01/2025 19:00:00 - 31/01/2025 20:00:00","BZN|MK","Without Sequence","174.68","",""
"31/01/2025 20:00:00 - 31/01/2025 21:00:00","BZN|MK","Without Sequence","155.99","",""
"31/01/2025 21:00:00 - 31/01/2025 22:00:00","BZN|MK","Without Sequence","143.07","",""
"31/01/2025 22:00:00 - 31/01/2025 23:00:00","BZN|MK","Without Sequence","147.55","",""
"31/01/2025 23:00:00 - 01/02/2025 00:00:00","BZN|MK","Without Sequence","139.89","",""
"01/02/2025 00:00:00 - 01/02/2025 01:00:00","BZN|MK","Without Sequence","130.61","",""
"01/02/2025 01:00:00 - 01/02/2025 02:00:00","BZN|MK","Without Sequence","125.30","",""
"01/02/2025 02:00:00 - 01/02/2025 03:00:00","BZN|MK","Without Sequence","120.96","",""
"01/02/2025 03:00:00 - 01/02/2025 04:00:00","BZN|MK","Without Sequence","116.96","",""
"01/02/2025 04:00:00 - 01/02/2025 05:00:00","BZN|MK","Without Sequence","117.42","",""
"01/02/2025 05:00:00 - 01/02/2025 06:00:00","BZN|MK","Without Sequence","120.90","",""
"01/02/2025 06:00:00 - 01/02/2025 07:00:00","BZN|MK","Without Sequence","129.15","",""
"01/02/2025 07:00:00 - 01/02/2025 08:00:00","BZN|MK","Without Sequence","141.33","",""
"01/02/2025 08:00:00 - 01/02/2025 09:00:00","BZN|MK","Without Sequence","137.48","",""
"01/02/2025 09:00:00 - 01/02/2025 10:00:00","BZN|MK","Without Sequence","119.91","",""
"01/02/2025 10:00:00 - 01/02/2025 11:00:00","BZN|MK","Without Sequence","85.34","",""
"01/02/2025 11:00:00 - 01/02/2025 12:00:00","BZN|MK","Without Sequence","40.00","",""
"01/02/2025 12:00:00 - 01/02/2025 13:00:00","BZN|MK","Without Sequence","40.00","",""
"01/02/2025 13:00:00 - 01/02/2025 14:00:00","BZN|MK","Without Sequence","67.20","",""
"01/02/2025 14:00:00 - 01/02/2025 15:00:00","BZN|MK","Without Sequence","84.87","",""
"01/02/2025 15:00:00 - 01/02/2025 16:00:00","BZN|MK","Without Sequence","122.86","",""
"01/02/2025 16:00:00 - 01/02/2025 17:00:00","BZN|MK","Without Sequence","150.48","",""
"01/02/2025 17:00:00 - 01/02/2025 18:00:00","BZN|MK","Without Sequence","166.78","",""
"01/02/2025 18:00:00 - 01/02/2025 19:00:00","BZN|MK","Without Sequence","165.88","",""
"01/02/2025 19:00:00 - 01/02/2025 20:00:00","BZN|MK","Without Sequence","160.09","",""
"01/02/2025 20:00:00 - 01/02/2025 21:00:00","BZN|MK","Without Sequence","150.08","",""
"01/02/2025 21:00:00 - 01/02/2025 22:00:00","BZN|MK","Without Sequence","137.34","",""
"01/02/2025 22:00:00 - 01/02/2025 23:00:00","BZN|MK","Without Sequence","127.46","",""
"01/02/2025 23:00:00 - 02/02/2025 00:00:00","BZN|MK","Without Sequence","119.72","",""
"02/02/2025 00:00:00 - 02/02/2025 01:00:00","BZN|MK","Without Sequence","130.00","",""
"02/02/2025 01:00:00 - 02/02/2025 02:00:00","BZN|MK","Without Sequence","125.00","",""
"02/02/2025 02:00:00 - 02/02/2025 03:00:00","BZN|MK","Without Sequence","121.16","",""
"02/02/2025 03:00:00 - 02/02/2025 04:00:00","BZN|MK","Without Sequence","115.02","",""
"02/02/2025 04:00:00 - 02/02/2025 05:00:00","BZN|MK","Without Sequence","111.18","",""
"02/02/2025 05:00:00 - 02/02/2025 06:00:00","BZN|MK","Without Sequence","115.00","",""
"02/02/2025 06:00:00 - 02/02/2025 07:00:00","BZN|MK","Without Sequence","123.06","",""
"02/02/2025 07:00:00 - 02/02/2025 08:00:00","BZN|MK","Without Sequence","135.00","",""
"02/02/2025 08:00:00 - 02/02/2025 09:00:00","BZN|MK","Without Sequence","141.26","",""
"02/02/2025 09:00:00 - 02/02/2025 10:00:00","BZN|MK","Without Sequence","138.61","",""
"02/02/2025 10:00:00 - 02/02/2025 11:00:00","BZN|MK","Without Sequence","131.42","",""
"02/02/2025 11:00:00 - 02/02/2025 12:00:00","BZN|MK","Without Sequence","121.78","",""
"02/02/2025 12:00:00 - 02/02/2025 13:00:00","BZN|MK","Without Sequence","115.03","",""
"02/02/2025 13:00:00 - 02/02/2025 14:00:00","BZN|MK","Without Sequence","113.01","",""
"02/02/2025 14:00:00 - 02/02/2025 15:00:00","BZN|MK","Without Sequence","121.91","",""
"02/02/2025 15:00:00 - 02/02/2025 16:00:00","BZN|MK","Without Sequence","129.60","",""
"02/02/2025 16:00:00 - 02/02/2025 17:00:00","BZN|MK","Without Sequence","143.00","",""
"02/02/2025 17:00:00 - 02/02/2025 18:00:00","BZN|MK","Without Sequence","157.65","",""
"02/02/2025 18:00:00 - 02/02/2025 19:00:00","BZN|MK","Without Sequence","164.79","",""
"02/02/2025 19:00:00 - 02/02/2025 20:00:00","BZN|MK","Without Sequence","157.26","",""
"02/02/2025 20:00:00 - 02/02/2025 21:00:00","BZN|MK","Without Sequence","151.49","",""
"02/02/2025 21:00:00 - 02/02/2025 22:00:00","BZN|MK","Without Sequence","150.00","",""
"02/02/2025 22:00:00 - 02/02/2025 23:00:00","BZN|MK","Without Sequence","136.88","",""
"02/02/2025 23:00:00 - 03/02/2025 00:00:00","BZN|MK","Without Sequence","125.39","",""
"03/02/2025 00:00:00 - 03/02/2025 01:00:00","BZN|MK","Without Sequence","120.01","",""
"03/02/2025 01:00:00 - 03/02/2025 02:00:00","BZN|MK","Without Sequence","115.73","",""
"03/02/2025 02:00:00 - 03/02/2025 03:00:00","BZN|MK","Without Sequence","113.57","",""
"03/02/2025 03:00:00 - 03/02/2025 04:00:00","BZN|MK","Without Sequence","113.43","",""
"03/02/2025 04:00:00 - 03/02/2025 05:00:00","BZN|MK","Without Sequence","114.53","",""
"03/02/2025 05:00:00 - 03/02/2025 06:00:00","BZN|MK","Without Sequence","125.51","",""
"03/02/2025 06:00:00 - 03/02/2025 07:00:00","BZN|MK","Without Sequence","159.86","",""
"03/02/2025 07:00:00 - 03/02/2025 08:00:00","BZN|MK","Without Sequence","230.21","",""
"03/02/2025 08:00:00 - 03/02/2025 09:00:00","BZN|MK","Without Sequence","250.23","",""
"03/02/2025 09:00:00 - 03/02/2025 10:00:00","BZN|MK","Without Sequence","185.99","",""
"03/02/2025 10:00:00 - 03/02/2025 11:00:00","BZN|MK","Without Sequence","155.97","",""
"03/02/2025 11:00:00 - 03/02/2025 12:00:00","BZN|MK","Without Sequence","143.60","",""
"03/02/2025 12:00:00 - 03/02/2025 13:00:00","BZN|MK","Without Sequence","129.31","",""
"03/02/2025 13:00:00 - 03/02/2025 14:00:00","BZN|MK","Without Sequence","128.26","",""
"03/02/2025 14:00:00 - 03/02/2025 15:00:00","BZN|MK","Without Sequence","138.97","",""
"03/02/2025 15:00:00 - 03/02/2025 16:00:00","BZN|MK","Without Sequence","159.12","",""
"03/02/2025 16:00:00 - 03/02/2025 17:00:00","BZN|MK","Without Sequence","204.08","",""
"03/02/2025 17:00:00 - 03/02/2025 18:00:00","BZN|MK","Without Sequence","296.19","",""
"03/02/2025 18:00:00 - 03/02/2025 19:00:00","BZN|MK","Without Sequence","260.09","",""
"03/02/2025 19:00:00 - 03/02/2025 20:00:00","BZN|MK","Without Sequence","211.98","",""
"03/02/2025 20:00:00 - 03/02/2025 21:00:00","BZN|MK","Without Sequence","182.70","",""
"03/02/2025 21:00:00 - 03/02/2025 22:00:00","BZN|MK","Without Sequence","158.50","",""
"03/02/2025 22:00:00 - 03/02/2025 23:00:00","BZN|MK","Without Sequence","149.92","",""
"03/02/2025 23:00:00 - 04/02/2025 00:00:00","BZN|MK","Without Sequence","134.00","",""
"04/02/2025 00:00:00 - 04/02/2025 01:00:00","BZN|MK","Without Sequence","128.00","",""
"04/02/2025 01:00:00 - 04/02/2025 02:00:00","BZN|MK","Without Sequence","126.95","",""
"04/02/2025 02:00:00 - 04/02/2025 03:00:00","BZN|MK","Without Sequence","120.34","",""
"04/02/2025 03:00:00 - 04/02/2025 04:00:00","BZN|MK","Without Sequence","117.86","",""
"04/02/2025 04:00:00 - 04/02/2025 05:00:00","BZN|MK","Without Sequence","117.54","",""
"04/02/2025 05:00:00 - 04/02/2025 06:00:00","BZN|MK","Without Sequence","125.31","",""
"04/02/2025 06:00:00 - 04/02/2025 07:00:00","BZN|MK","Without Sequence","149.34","",""
"04/02/2025 07:00:00 - 04/02/2025 08:00:00","BZN|MK","Without Sequence","180.00","",""
"04/02/2025 08:00:00 - 04/02/2025 09:00:00","BZN|MK","Without Sequence","185.86","",""
"04/02/2025 09:00:00 - 04/02/2025 10:00:00","BZN|MK","Without Sequence","150.82","",""
"04/02/2025 10:00:00 - 04/02/2025 11:00:00","BZN|MK","Without Sequence","134.86","",""
"04/02/2025 11:00:00 - 04/02/2025 12:00:00","BZN|MK","Without Sequence","118.04","",""
"04/02/2025 12:00:00 - 04/02/2025 13:00:00","BZN|MK","Without Sequence","110.02","",""
"04/02/2025 13:00:00 - 04/02/2025 14:00:00","BZN|MK","Without Sequence","112.03","",""
"04/02/2025 14:00:00 - 04/02/2025 15:00:00","BZN|MK","Without Sequence","113.86","",""
"04/02/2025 15:00:00 - 04/02/2025 16:00:00","BZN|MK","Without Sequence","134.93","",""
"04/02/2025 16:00:00 - 04/02/2025 17:00:00","BZN|MK","Without Sequence","158.31","",""
"04/02/2025 17:00:00 - 04/02/2025 18:00:00","BZN|MK","Without Sequence","179.28","",""
"04/02/2025 18:00:00 - 04/02/2025 19:00:00","BZN|MK","Without Sequence","176.78","",""
"04/02/2025 19:00:00 - 04/02/2025 20:00:00","BZN|MK","Without Sequence","176.44","",""
"04/02/2025 20:00:00 - 04/02/2025 21:00:00","BZN|MK","Without Sequence","158.94","",""
"04/02/2025 21:00:00 - 04/02/2025 22:00:00","BZN|MK","Without Sequence","137.32","",""
"04/02/2025 22:00:00 - 04/02/2025 23:00:00","BZN|MK","Without Sequence","121.85","",""
"04/02/2025 23:00:00 - 05/02/2025 00:00:00","BZN|MK","Without Sequence","114.97","",""
"05/02/2025 00:00:00 - 05/02/2025 01:00:00","BZN|MK","Without Sequence","125.09","",""
"05/02/2025 01:00:00 - 05/02/2025 02:00:00","BZN|MK","Without Sequence","119.32","",""
"05/02/2025 02:00:00 - 05/02/2025 03:00:00","BZN|MK","Without Sequence","112.21","",""
"05/02/2025 03:00:00 - 05/02/2025 04:00:00","BZN|MK","Without Sequence","108.72","",""
"05/02/2025 04:00:00 - 05/02/2025 05:00:00","BZN|MK","Without Sequence","112.11","",""
"05/02/2025 05:00:00 - 05/02/2025 06:00:00","BZN|MK","Without Sequence","119.58","",""
"05/02/2025 06:00:00 - 05/02/2025 07:00:00","BZN|MK","Without Sequence","154.89","",""
"05/02/2025 07:00:00 - 05/02/2025 08:00:00","BZN|MK","Without Sequence","174.88","",""
"05/02/2025 08:00:00 - 05/02/2025 09:00:00","BZN|MK","Without Sequence","163.25","",""
"05/02/2025 09:00:00 - 05/02/2025 10:00:00","BZN|MK","Without Sequence","125.24","",""
"05/02/2025 10:00:00 - 05/02/2025 11:00:00","BZN|MK","Without Sequence","105.20","",""
"05/02/2025 11:00:00 - 05/02/2025 12:00:00","BZN|MK","Without Sequence","85.00","",""
"05/02/2025 12:00:00 - 05/02/2025 13:00:00","BZN|MK","Without Sequence","75.14","",""
"05/02/2025 13:00:00 - 05/02/2025 14:00:00","BZN|MK","Without Sequence","96.94","",""
"05/02/2025 14:00:00 - 05/02/2025 15:00:00","BZN|MK","Without Sequence","107.49","",""
"05/02/2025 15:00:00 - 05/02/2025 16:00:00","BZN|MK","Without Sequence","137.52","",""
"05/02/2025 16:00:00 - 05/02/2025 17:00:00","BZN|MK","Without Sequence","165.20","",""
"05/02/2025 17:00:00 - 05/02/2025 18:00:00","BZN|MK","Without Sequence","183.16","",""
"05/02/2025 18:00:00 - 05/02/2025 19:00:00","BZN|MK","Without Sequence","186.93","",""
"05/02/2025 19:00:00 - 05/02/2025 20:00:00","BZN|MK","Without Sequence","182.41","",""
"05/02/2025 20:00:00 - 05/02/2025 21:00:00","BZN|MK","Without Sequence","164.17","",""
"05/02/2025 21:00:00 - 05/02/2025 22:00:00","BZN|MK","Without Sequence","149.62","",""
"05/02/2025 22:00:00 - 05/02/2025 23:00:00","BZN|MK","Without Sequence","142.58","",""
"05/02/2025 23:00:00 - 06/02/2025 00:00:00","BZN|MK","Without Sequence","133.63","",""
