"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"24/09/2023 20:00:00 - 24/09/2023 21:00:00","BZN|MK","Without Sequence","115.90","",""
"24/09/2023 21:00:00 - 24/09/2023 22:00:00","BZN|MK","Without Sequence","108.10","",""
"24/09/2023 22:00:00 - 24/09/2023 23:00:00","BZN|MK","Without Sequence","99.30","",""
"24/09/2023 23:00:00 - 25/09/2023 00:00:00","BZN|MK","Without Sequence","95.70","",""
"25/09/2023 00:00:00 - 25/09/2023 01:00:00","BZN|MK","Without Sequence","70.00","",""
"25/09/2023 01:00:00 - 25/09/2023 02:00:00","BZN|MK","Without Sequence","50.10","",""
"25/09/2023 02:00:00 - 25/09/2023 03:00:00","BZN|MK","Without Sequence","40.80","",""
"25/09/2023 03:00:00 - 25/09/2023 04:00:00","BZN|MK","Without Sequence","39.30","",""
"25/09/2023 04:00:00 - 25/09/2023 05:00:00","BZN|MK","Without Sequence","43.00","",""
"25/09/2023 05:00:00 - 25/09/2023 06:00:00","BZN|MK","Without Sequence","68.80","",""
"25/09/2023 06:00:00 - 25/09/2023 07:00:00","BZN|MK","Without Sequence","105.90","",""
"25/09/2023 07:00:00 - 25/09/2023 08:00:00","BZN|MK","Without Sequence","124.10","",""
"25/09/2023 08:00:00 - 25/09/2023 09:00:00","BZN|MK","Without Sequence","114.30","",""
"25/09/2023 09:00:00 - 25/09/2023 10:00:00","BZN|MK","Without Sequence","101.40","",""
"25/09/2023 10:00:00 - 25/09/2023 11:00:00","BZN|MK","Without Sequence","91.70","",""
"25/09/2023 11:00:00 - 25/09/2023 12:00:00","BZN|MK","Without Sequence","81.70","",""
"25/09/2023 12:00:00 - 25/09/2023 13:00:00","BZN|MK","Without Sequence","73.20","",""
"25/09/2023 13:00:00 - 25/09/2023 14:00:00","BZN|MK","Without Sequence","73.60","",""
"25/09/2023 14:00:00 - 25/09/2023 15:00:00","BZN|MK","Without Sequence","75.50","",""
"25/09/2023 15:00:00 - 25/09/2023 16:00:00","BZN|MK","Without Sequence","82.60","",""
"25/09/2023 16:00:00 - 25/09/2023 17:00:00","BZN|MK","Without Sequence","89.20","",""
"25/09/2023 17:00:00 - 25/09/2023 18:00:00","BZN|MK","Without Sequence","122.00","",""
"25/09/2023 18:00:00 - 25/09/2023 19:00:00","BZN|MK","Without Sequence","159.90","",""
"25/09/2023 19:00:00 - 25/09/2023 20:00:00","BZN|MK","Without Sequence","216.60","",""
"25/09/2023 20:00:00 - 25/09/2023 21:00:00","BZN|MK","Without Sequence","194.20","",""
"25/09/2023 21:00:00 - 25/09/2023 22:00:00","BZN|MK","Without Sequence","154.00","",""
"25/09/2023 22:00:00 - 25/09/2023 23:00:00","BZN|MK","Without Sequence","129.70","",""
"25/09/2023 23:00:00 - 26/09/2023 00:00:00","BZN|MK","Without Sequence","102.20","",""
"26/09/2023 00:00:00 - 26/09/2023 01:00:00","BZN|MK","Without Sequence","108.00","",""
"26/09/2023 01:00:00 - 26/09/2023 02:00:00","BZN|MK","Without Sequence","97.70","",""
"26/09/2023 02:00:00 - 26/09/2023 03:00:00","BZN|MK","Without Sequence","93.40","",""
"26/09/2023 03:00:00 - 26/09/2023 04:00:00","BZN|MK","Without Sequence","93.00","",""
"26/09/2023 04:00:00 - 26/09/2023 05:00:00","BZN|MK","Without Sequence","87.60","",""
"26/09/2023 05:00:00 - 26/09/2023 06:00:00","BZN|MK","Without Sequence","105.90","",""
"26/09/2023 06:00:00 - 26/09/2023 07:00:00","BZN|MK","Without Sequence","133.80","",""
"26/09/2023 07:00:00 - 26/09/2023 08:00:00","BZN|MK","Without Sequence","125.10","",""
"26/09/2023 08:00:00 - 26/09/2023 09:00:00","BZN|MK","Without Sequence","146.50","",""
"26/09/2023 09:00:00 - 26/09/2023 10:00:00","BZN|MK","Without Sequence","113.50","",""
"26/09/2023 10:00:00 - 26/09/2023 11:00:00","BZN|MK","Without Sequence","103.80","",""
"26/09/2023 11:00:00 - 26/09/2023 12:00:00","BZN|MK","Without Sequence","96.00","",""
"26/09/2023 12:00:00 - 26/09/2023 13:00:00","BZN|MK","Without Sequence","90.10","",""
"26/09/2023 13:00:00 - 26/09/2023 14:00:00","BZN|MK","Without Sequence","90.10","",""
"26/09/2023 14:00:00 - 26/09/2023 15:00:00","BZN|MK","Without Sequence","90.10","",""
"26/09/2023 15:00:00 - 26/09/2023 16:00:00","BZN|MK","Without Sequence","100.00","",""
"26/09/2023 16:00:00 - 26/09/2023 17:00:00","BZN|MK","Without Sequence","108.00","",""
"26/09/2023 17:00:00 - 26/09/2023 18:00:00","BZN|MK","Without Sequence","127.60","",""
"26/09/2023 18:00:00 - 26/09/2023 19:00:00","BZN|MK","Without Sequence","172.40","",""
"26/09/2023 19:00:00 - 26/09/2023 20:00:00","BZN|MK","Without Sequence","256.90","",""
"26/09/2023 20:00:00 - 26/09/2023 21:00:00","BZN|MK","Without Sequence","190.10","",""
"26/09/2023 21:00:00 - 26/09/2023 22:00:00","BZN|MK","Without Sequence","129.10","",""
"26/09/2023 22:00:00 - 26/09/2023 23:00:00","BZN|MK","Without Sequence","120.00","",""
"26/09/2023 23:00:00 - 27/09/2023 00:00:00","BZN|MK","Without Sequence","106.20","",""
"27/09/2023 00:00:00 - 27/09/2023 01:00:00","BZN|MK","Without Sequence","105.00","",""
"27/09/2023 01:00:00 - 27/09/2023 02:00:00","BZN|MK","Without Sequence","99.02","",""
"27/09/2023 02:00:00 - 27/09/2023 03:00:00","BZN|MK","Without Sequence","94.68","",""
"27/09/2023 03:00:00 - 27/09/2023 04:00:00","BZN|MK","Without Sequence","93.04","",""
"27/09/2023 04:00:00 - 27/09/2023 05:00:00","BZN|MK","Without Sequence","95.40","",""
"27/09/2023 05:00:00 - 27/09/2023 06:00:00","BZN|MK","Without Sequence","103.38","",""
"27/09/2023 06:00:00 - 27/09/2023 07:00:00","BZN|MK","Without Sequence","126.13","",""
"27/09/2023 07:00:00 - 27/09/2023 08:00:00","BZN|MK","Without Sequence","137.54","",""
"27/09/2023 08:00:00 - 27/09/2023 09:00:00","BZN|MK","Without Sequence","119.90","",""
"27/09/2023 09:00:00 - 27/09/2023 10:00:00","BZN|MK","Without Sequence","114.75","",""
"27/09/2023 10:00:00 - 27/09/2023 11:00:00","BZN|MK","Without Sequence","103.33","",""
"27/09/2023 11:00:00 - 27/09/2023 12:00:00","BZN|MK","Without Sequence","105.75","",""
"27/09/2023 12:00:00 - 27/09/2023 13:00:00","BZN|MK","Without Sequence","102.60","",""
"27/09/2023 13:00:00 - 27/09/2023 14:00:00","BZN|MK","Without Sequence","98.79","",""
"27/09/2023 14:00:00 - 27/09/2023 15:00:00","BZN|MK","Without Sequence","99.06","",""
"27/09/2023 15:00:00 - 27/09/2023 16:00:00","BZN|MK","Without Sequence","105.11","",""
"27/09/2023 16:00:00 - 27/09/2023 17:00:00","BZN|MK","Without Sequence","111.51","",""
"27/09/2023 17:00:00 - 27/09/2023 18:00:00","BZN|MK","Without Sequence","131.72","",""
"27/09/2023 18:00:00 - 27/09/2023 19:00:00","BZN|MK","Without Sequence","160.28","",""
"27/09/2023 19:00:00 - 27/09/2023 20:00:00","BZN|MK","Without Sequence","212.52","",""
"27/09/2023 20:00:00 - 27/09/2023 21:00:00","BZN|MK","Without Sequence","158.12","",""
"27/09/2023 21:00:00 - 27/09/2023 22:00:00","BZN|MK","Without Sequence","116.69","",""
"27/09/2023 22:00:00 - 27/09/2023 23:00:00","BZN|MK","Without Sequence","106.96","",""
"27/09/2023 23:00:00 - 28/09/2023 00:00:00","BZN|MK","Without Sequence","101.98","",""
"28/09/2023 00:00:00 - 28/09/2023 01:00:00","BZN|MK","Without Sequence","91.60","",""
"28/09/2023 01:00:00 - 28/09/2023 02:00:00","BZN|MK","Without Sequence","81.20","",""
"28/09/2023 02:00:00 - 28/09/2023 03:00:00","BZN|MK","Without Sequence","74.80","",""
"28/09/2023 03:00:00 - 28/09/2023 04:00:00","BZN|MK","Without Sequence","71.70","",""
"28/09/2023 04:00:00 - 28/09/2023 05:00:00","BZN|MK","Without Sequence","77.10","",""
"28/09/2023 05:00:00 - 28/09/2023 06:00:00","BZN|MK","Without Sequence","86.70","",""
"28/09/2023 06:00:00 - 28/09/2023 07:00:00","BZN|MK","Without Sequence","115.10","",""
"28/09/2023 07:00:00 - 28/09/2023 08:00:00","BZN|MK","Without Sequence","131.10","",""
"28/09/2023 08:00:00 - 28/09/2023 09:00:00","BZN|MK","Without Sequence","124.90","",""
"28/09/2023 09:00:00 - 28/09/2023 10:00:00","BZN|MK","Without Sequence","110.00","",""
"28/09/2023 10:00:00 - 28/09/2023 11:00:00","BZN|MK","Without Sequence","97.60","",""
"28/09/2023 11:00:00 - 28/09/2023 12:00:00","BZN|MK","Without Sequence","91.60","",""
"28/09/2023 12:00:00 - 28/09/2023 13:00:00","BZN|MK","Without Sequence","90.10","",""
"28/09/2023 13:00:00 - 28/09/2023 14:00:00","BZN|MK","Without Sequence","87.10","",""
"28/09/2023 14:00:00 - 28/09/2023 15:00:00","BZN|MK","Without Sequence","91.60","",""
"28/09/2023 15:00:00 - 28/09/2023 16:00:00","BZN|MK","Without Sequence","96.60","",""
"28/09/2023 16:00:00 - 28/09/2023 17:00:00","BZN|MK","Without Sequence","101.70","",""
"28/09/2023 17:00:00 - 28/09/2023 18:00:00","BZN|MK","Without Sequence","124.90","",""
"28/09/2023 18:00:00 - 28/09/2023 19:00:00","BZN|MK","Without Sequence","163.90","",""
"28/09/2023 19:00:00 - 28/09/2023 20:00:00","BZN|MK","Without Sequence","215.80","",""
"28/09/2023 20:00:00 - 28/09/2023 21:00:00","BZN|MK","Without Sequence","155.70","",""
"28/09/2023 21:00:00 - 28/09/2023 22:00:00","BZN|MK","Without Sequence","123.70","",""
"28/09/2023 22:00:00 - 28/09/2023 23:00:00","BZN|MK","Without Sequence","111.60","",""
"28/09/2023 23:00:00 - 29/09/2023 00:00:00","BZN|MK","Without Sequence","101.40","",""
"29/09/2023 00:00:00 - 29/09/2023 01:00:00","BZN|MK","Without Sequence","102.50","",""
"29/09/2023 01:00:00 - 29/09/2023 02:00:00","BZN|MK","Without Sequence","95.50","",""
"29/09/2023 02:00:00 - 29/09/2023 03:00:00","BZN|MK","Without Sequence","89.70","",""
"29/09/2023 03:00:00 - 29/09/2023 04:00:00","BZN|MK","Without Sequence","87.30","",""
"29/09/2023 04:00:00 - 29/09/2023 05:00:00","BZN|MK","Without Sequence","87.60","",""
"29/09/2023 05:00:00 - 29/09/2023 06:00:00","BZN|MK","Without Sequence","96.20","",""
"29/09/2023 06:00:00 - 29/09/2023 07:00:00","BZN|MK","Without Sequence","117.70","",""
"29/09/2023 07:00:00 - 29/09/2023 08:00:00","BZN|MK","Without Sequence","136.80","",""
"29/09/2023 08:00:00 - 29/09/2023 09:00:00","BZN|MK","Without Sequence","130.90","",""
"29/09/2023 09:00:00 - 29/09/2023 10:00:00","BZN|MK","Without Sequence","108.10","",""
"29/09/2023 10:00:00 - 29/09/2023 11:00:00","BZN|MK","Without Sequence","97.10","",""
"29/09/2023 11:00:00 - 29/09/2023 12:00:00","BZN|MK","Without Sequence","91.60","",""
"29/09/2023 12:00:00 - 29/09/2023 13:00:00","BZN|MK","Without Sequence","87.10","",""
"29/09/2023 13:00:00 - 29/09/2023 14:00:00","BZN|MK","Without Sequence","83.40","",""
"29/09/2023 14:00:00 - 29/09/2023 15:00:00","BZN|MK","Without Sequence","87.10","",""
"29/09/2023 15:00:00 - 29/09/2023 16:00:00","BZN|MK","Without Sequence","96.50","",""
"29/09/2023 16:00:00 - 29/09/2023 17:00:00","BZN|MK","Without Sequence","98.00","",""
"29/09/2023 17:00:00 - 29/09/2023 18:00:00","BZN|MK","Without Sequence","123.00","",""
"29/09/2023 18:00:00 - 29/09/2023 19:00:00","BZN|MK","Without Sequence","144.00","",""
"29/09/2023 19:00:00 - 29/09/2023 20:00:00","BZN|MK","Without Sequence","172.80","",""
"29/09/2023 20:00:00 - 29/09/2023 21:00:00","BZN|MK","Without Sequence","139.20","",""
"29/09/2023 21:00:00 - 29/09/2023 22:00:00","BZN|MK","Without Sequence","111.40","",""
"29/09/2023 22:00:00 - 29/09/2023 23:00:00","BZN|MK","Without Sequence","108.80","",""
"29/09/2023 23:00:00 - 30/09/2023 00:00:00","BZN|MK","Without Sequence","101.90","",""
"30/09/2023 00:00:00 - 30/09/2023 01:00:00","BZN|MK","Without Sequence","98.50","",""
"30/09/2023 01:00:00 - 30/09/2023 02:00:00","BZN|MK","Without Sequence","95.00","",""
"30/09/2023 02:00:00 - 30/09/2023 03:00:00","BZN|MK","Without Sequence","88.70","",""
"30/09/2023 03:00:00 - 30/09/2023 04:00:00","BZN|MK","Without Sequence","83.60","",""
"30/09/2023 04:00:00 - 30/09/2023 05:00:00","BZN|MK","Without Sequence","83.00","",""
"30/09/2023 05:00:00 - 30/09/2023 06:00:00","BZN|MK","Without Sequence","87.80","",""
"30/09/2023 06:00:00 - 30/09/2023 07:00:00","BZN|MK","Without Sequence","95.70","",""
"30/09/2023 07:00:00 - 30/09/2023 08:00:00","BZN|MK","Without Sequence","105.20","",""
"30/09/2023 08:00:00 - 30/09/2023 09:00:00","BZN|MK","Without Sequence","104.20","",""
"30/09/2023 09:00:00 - 30/09/2023 10:00:00","BZN|MK","Without Sequence","95.90","",""
"30/09/2023 10:00:00 - 30/09/2023 11:00:00","BZN|MK","Without Sequence","81.70","",""
"30/09/2023 11:00:00 - 30/09/2023 12:00:00","BZN|MK","Without Sequence","67.80","",""
"30/09/2023 12:00:00 - 30/09/2023 13:00:00","BZN|MK","Without Sequence","43.30","",""
"30/09/2023 13:00:00 - 30/09/2023 14:00:00","BZN|MK","Without Sequence","37.40","",""
"30/09/2023 14:00:00 - 30/09/2023 15:00:00","BZN|MK","Without Sequence","40.00","",""
"30/09/2023 15:00:00 - 30/09/2023 16:00:00","BZN|MK","Without Sequence","78.00","",""
"30/09/2023 16:00:00 - 30/09/2023 17:00:00","BZN|MK","Without Sequence","92.90","",""
"30/09/2023 17:00:00 - 30/09/2023 18:00:00","BZN|MK","Without Sequence","105.10","",""
"30/09/2023 18:00:00 - 30/09/2023 19:00:00","BZN|MK","Without Sequence","133.40","",""
"30/09/2023 19:00:00 - 30/09/2023 20:00:00","BZN|MK","Without Sequence","169.00","",""
"30/09/2023 20:00:00 - 30/09/2023 21:00:00","BZN|MK","Without Sequence","142.00","",""
"30/09/2023 21:00:00 - 30/09/2023 22:00:00","BZN|MK","Without Sequence","118.00","",""
"30/09/2023 22:00:00 - 30/09/2023 23:00:00","BZN|MK","Without Sequence","107.30","",""
"30/09/2023 23:00:00 - 01/10/2023 00:00:00","BZN|MK","Without Sequence","99.80","",""
"01/10/2023 00:00:00 - 01/10/2023 01:00:00","BZN|MK","Without Sequence","95.10","",""
"01/10/2023 01:00:00 - 01/10/2023 02:00:00","BZN|MK","Without Sequence","87.30","",""
"01/10/2023 02:00:00 - 01/10/2023 03:00:00","BZN|MK","Without Sequence","79.80","",""
"01/10/2023 03:00:00 - 01/10/2023 04:00:00","BZN|MK","Without Sequence","74.80","",""
"01/10/2023 04:00:00 - 01/10/2023 05:00:00","BZN|MK","Without Sequence","79.40","",""
"01/10/2023 05:00:00 - 01/10/2023 06:00:00","BZN|MK","Without Sequence","79.10","",""
"01/10/2023 06:00:00 - 01/10/2023 07:00:00","BZN|MK","Without Sequence","85.20","",""
"01/10/2023 07:00:00 - 01/10/2023 08:00:00","BZN|MK","Without Sequence","91.20","",""
"01/10/2023 08:00:00 - 01/10/2023 09:00:00","BZN|MK","Without Sequence","89.60","",""
"01/10/2023 09:00:00 - 01/10/2023 10:00:00","BZN|MK","Without Sequence","77.10","",""
"01/10/2023 10:00:00 - 01/10/2023 11:00:00","BZN|MK","Without Sequence","59.30","",""
"01/10/2023 11:00:00 - 01/10/2023 12:00:00","BZN|MK","Without Sequence","39.40","",""
"01/10/2023 12:00:00 - 01/10/2023 13:00:00","BZN|MK","Without Sequence","27.40","",""
"01/10/2023 13:00:00 - 01/10/2023 14:00:00","BZN|MK","Without Sequence","16.90","",""
"01/10/2023 14:00:00 - 01/10/2023 15:00:00","BZN|MK","Without Sequence","15.00","",""
"01/10/2023 15:00:00 - 01/10/2023 16:00:00","BZN|MK","Without Sequence","35.10","",""
"01/10/2023 16:00:00 - 01/10/2023 17:00:00","BZN|MK","Without Sequence","66.10","",""
"01/10/2023 17:00:00 - 01/10/2023 18:00:00","BZN|MK","Without Sequence","96.20","",""
"01/10/2023 18:00:00 - 01/10/2023 19:00:00","BZN|MK","Without Sequence","121.60","",""
"01/10/2023 19:00:00 - 01/10/2023 20:00:00","BZN|MK","Without Sequence","137.10","",""
"01/10/2023 20:00:00 - 01/10/2023 21:00:00","BZN|MK","Without Sequence","122.60","",""
"01/10/2023 21:00:00 - 01/10/2023 22:00:00","BZN|MK","Without Sequence","111.70","",""
"01/10/2023 22:00:00 - 01/10/2023 23:00:00","BZN|MK","Without Sequence","102.90","",""
"01/10/2023 23:00:00 - 02/10/2023 00:00:00","BZN|MK","Without Sequence","95.30","",""
"02/10/2023 00:00:00 - 02/10/2023 01:00:00","BZN|MK","Without Sequence","89.40","",""
"02/10/2023 01:00:00 - 02/10/2023 02:00:00","BZN|MK","Without Sequence","85.10","",""
"02/10/2023 02:00:00 - 02/10/2023 03:00:00","BZN|MK","Without Sequence","81.50","",""
"02/10/2023 03:00:00 - 02/10/2023 04:00:00","BZN|MK","Without Sequence","80.40","",""
"02/10/2023 04:00:00 - 02/10/2023 05:00:00","BZN|MK","Without Sequence","80.20","",""
"02/10/2023 05:00:00 - 02/10/2023 06:00:00","BZN|MK","Without Sequence","90.50","",""
"02/10/2023 06:00:00 - 02/10/2023 07:00:00","BZN|MK","Without Sequence","115.40","",""
"02/10/2023 07:00:00 - 02/10/2023 08:00:00","BZN|MK","Without Sequence","136.60","",""
"02/10/2023 08:00:00 - 02/10/2023 09:00:00","BZN|MK","Without Sequence","128.30","",""
"02/10/2023 09:00:00 - 02/10/2023 10:00:00","BZN|MK","Without Sequence","106.70","",""
"02/10/2023 10:00:00 - 02/10/2023 11:00:00","BZN|MK","Without Sequence","91.90","",""
"02/10/2023 11:00:00 - 02/10/2023 12:00:00","BZN|MK","Without Sequence","78.50","",""
"02/10/2023 12:00:00 - 02/10/2023 13:00:00","BZN|MK","Without Sequence","82.20","",""
"02/10/2023 13:00:00 - 02/10/2023 14:00:00","BZN|MK","Without Sequence","77.10","",""
"02/10/2023 14:00:00 - 02/10/2023 15:00:00","BZN|MK","Without Sequence","81.60","",""
"02/10/2023 15:00:00 - 02/10/2023 16:00:00","BZN|MK","Without Sequence","89.00","",""
"02/10/2023 16:00:00 - 02/10/2023 17:00:00","BZN|MK","Without Sequence","99.60","",""
"02/10/2023 17:00:00 - 02/10/2023 18:00:00","BZN|MK","Without Sequence","121.20","",""
"02/10/2023 18:00:00 - 02/10/2023 19:00:00","BZN|MK","Without Sequence","167.20","",""
"02/10/2023 19:00:00 - 02/10/2023 20:00:00","BZN|MK","Without Sequence","210.70","",""
"02/10/2023 20:00:00 - 02/10/2023 21:00:00","BZN|MK","Without Sequence","160.10","",""
"02/10/2023 21:00:00 - 02/10/2023 22:00:00","BZN|MK","Without Sequence","129.60","",""
"02/10/2023 22:00:00 - 02/10/2023 23:00:00","BZN|MK","Without Sequence","111.20","",""
"02/10/2023 23:00:00 - 03/10/2023 00:00:00","BZN|MK","Without Sequence","101.00","",""
"03/10/2023 00:00:00 - 03/10/2023 01:00:00","BZN|MK","Without Sequence","84.00","",""
"03/10/2023 01:00:00 - 03/10/2023 02:00:00","BZN|MK","Without Sequence","76.10","",""
"03/10/2023 02:00:00 - 03/10/2023 03:00:00","BZN|MK","Without Sequence","67.60","",""
"03/10/2023 03:00:00 - 03/10/2023 04:00:00","BZN|MK","Without Sequence","65.10","",""
"03/10/2023 04:00:00 - 03/10/2023 05:00:00","BZN|MK","Without Sequence","59.60","",""
"03/10/2023 05:00:00 - 03/10/2023 06:00:00","BZN|MK","Without Sequence","68.30","",""
"03/10/2023 06:00:00 - 03/10/2023 07:00:00","BZN|MK","Without Sequence","91.20","",""
"03/10/2023 07:00:00 - 03/10/2023 08:00:00","BZN|MK","Without Sequence","107.40","",""
"03/10/2023 08:00:00 - 03/10/2023 09:00:00","BZN|MK","Without Sequence","93.10","",""
"03/10/2023 09:00:00 - 03/10/2023 10:00:00","BZN|MK","Without Sequence","69.20","",""
"03/10/2023 10:00:00 - 03/10/2023 11:00:00","BZN|MK","Without Sequence","40.00","",""
"03/10/2023 11:00:00 - 03/10/2023 12:00:00","BZN|MK","Without Sequence","40.00","",""
"03/10/2023 12:00:00 - 03/10/2023 13:00:00","BZN|MK","Without Sequence","39.10","",""
"03/10/2023 13:00:00 - 03/10/2023 14:00:00","BZN|MK","Without Sequence","40.00","",""
"03/10/2023 14:00:00 - 03/10/2023 15:00:00","BZN|MK","Without Sequence","40.70","",""
"03/10/2023 15:00:00 - 03/10/2023 16:00:00","BZN|MK","Without Sequence","67.50","",""
"03/10/2023 16:00:00 - 03/10/2023 17:00:00","BZN|MK","Without Sequence","83.70","",""
"03/10/2023 17:00:00 - 03/10/2023 18:00:00","BZN|MK","Without Sequence","100.60","",""
"03/10/2023 18:00:00 - 03/10/2023 19:00:00","BZN|MK","Without Sequence","136.30","",""
"03/10/2023 19:00:00 - 03/10/2023 20:00:00","BZN|MK","Without Sequence","166.40","",""
"03/10/2023 20:00:00 - 03/10/2023 21:00:00","BZN|MK","Without Sequence","120.00","",""
"03/10/2023 21:00:00 - 03/10/2023 22:00:00","BZN|MK","Without Sequence","98.00","",""
"03/10/2023 22:00:00 - 03/10/2023 23:00:00","BZN|MK","Without Sequence","87.60","",""
"03/10/2023 23:00:00 - 04/10/2023 00:00:00","BZN|MK","Without Sequence","67.90","",""
"04/10/2023 00:00:00 - 04/10/2023 01:00:00","BZN|MK","Without Sequence","55.80","",""
"04/10/2023 01:00:00 - 04/10/2023 02:00:00","BZN|MK","Without Sequence","47.10","",""
"04/10/2023 02:00:00 - 04/10/2023 03:00:00","BZN|MK","Without Sequence","45.50","",""
"04/10/2023 03:00:00 - 04/10/2023 04:00:00","BZN|MK","Without Sequence","37.20","",""
"04/10/2023 04:00:00 - 04/10/2023 05:00:00","BZN|MK","Without Sequence","46.10","",""
"04/10/2023 05:00:00 - 04/10/2023 06:00:00","BZN|MK","Without Sequence","60.00","",""
"04/10/2023 06:00:00 - 04/10/2023 07:00:00","BZN|MK","Without Sequence","105.30","",""
"04/10/2023 07:00:00 - 04/10/2023 08:00:00","BZN|MK","Without Sequence","110.60","",""
"04/10/2023 08:00:00 - 04/10/2023 09:00:00","BZN|MK","Without Sequence","110.80","",""
"04/10/2023 09:00:00 - 04/10/2023 10:00:00","BZN|MK","Without Sequence","93.20","",""
"04/10/2023 10:00:00 - 04/10/2023 11:00:00","BZN|MK","Without Sequence","67.60","",""
"04/10/2023 11:00:00 - 04/10/2023 12:00:00","BZN|MK","Without Sequence","49.80","",""
"04/10/2023 12:00:00 - 04/10/2023 13:00:00","BZN|MK","Without Sequence","43.30","",""
"04/10/2023 13:00:00 - 04/10/2023 14:00:00","BZN|MK","Without Sequence","41.90","",""
"04/10/2023 14:00:00 - 04/10/2023 15:00:00","BZN|MK","Without Sequence","51.20","",""
"04/10/2023 15:00:00 - 04/10/2023 16:00:00","BZN|MK","Without Sequence","91.00","",""
"04/10/2023 16:00:00 - 04/10/2023 17:00:00","BZN|MK","Without Sequence","109.20","",""
"04/10/2023 17:00:00 - 04/10/2023 18:00:00","BZN|MK","Without Sequence","122.00","",""
"04/10/2023 18:00:00 - 04/10/2023 19:00:00","BZN|MK","Without Sequence","146.30","",""
"04/10/2023 19:00:00 - 04/10/2023 20:00:00","BZN|MK","Without Sequence","182.40","",""
"04/10/2023 20:00:00 - 04/10/2023 21:00:00","BZN|MK","Without Sequence","130.10","",""
"04/10/2023 21:00:00 - 04/10/2023 22:00:00","BZN|MK","Without Sequence","110.00","",""
"04/10/2023 22:00:00 - 04/10/2023 23:00:00","BZN|MK","Without Sequence","99.00","",""
"04/10/2023 23:00:00 - 05/10/2023 00:00:00","BZN|MK","Without Sequence","90.00","",""
"05/10/2023 00:00:00 - 05/10/2023 01:00:00","BZN|MK","Without Sequence","95.20","",""
"05/10/2023 01:00:00 - 05/10/2023 02:00:00","BZN|MK","Without Sequence","85.30","",""
"05/10/2023 02:00:00 - 05/10/2023 03:00:00","BZN|MK","Without Sequence","76.90","",""
"05/10/2023 03:00:00 - 05/10/2023 04:00:00","BZN|MK","Without Sequence","73.10","",""
"05/10/2023 04:00:00 - 05/10/2023 05:00:00","BZN|MK","Without Sequence","71.20","",""
"05/10/2023 05:00:00 - 05/10/2023 06:00:00","BZN|MK","Without Sequence","85.20","",""
"05/10/2023 06:00:00 - 05/10/2023 07:00:00","BZN|MK","Without Sequence","108.40","",""
"05/10/2023 07:00:00 - 05/10/2023 08:00:00","BZN|MK","Without Sequence","118.80","",""
"05/10/2023 08:00:00 - 05/10/2023 09:00:00","BZN|MK","Without Sequence","119.20","",""
"05/10/2023 09:00:00 - 05/10/2023 10:00:00","BZN|MK","Without Sequence","104.00","",""
"05/10/2023 10:00:00 - 05/10/2023 11:00:00","BZN|MK","Without Sequence","89.50","",""
"05/10/2023 11:00:00 - 05/10/2023 12:00:00","BZN|MK","Without Sequence","79.40","",""
"05/10/2023 12:00:00 - 05/10/2023 13:00:00","BZN|MK","Without Sequence","69.10","",""
"05/10/2023 13:00:00 - 05/10/2023 14:00:00","BZN|MK","Without Sequence","71.90","",""
"05/10/2023 14:00:00 - 05/10/2023 15:00:00","BZN|MK","Without Sequence","74.80","",""
"05/10/2023 15:00:00 - 05/10/2023 16:00:00","BZN|MK","Without Sequence","91.10","",""
"05/10/2023 16:00:00 - 05/10/2023 17:00:00","BZN|MK","Without Sequence","99.60","",""
"05/10/2023 17:00:00 - 05/10/2023 18:00:00","BZN|MK","Without Sequence","124.80","",""
"05/10/2023 18:00:00 - 05/10/2023 19:00:00","BZN|MK","Without Sequence","148.20","",""
"05/10/2023 19:00:00 - 05/10/2023 20:00:00","BZN|MK","Without Sequence","191.80","",""
"05/10/2023 20:00:00 - 05/10/2023 21:00:00","BZN|MK","Without Sequence","153.30","",""
"05/10/2023 21:00:00 - 05/10/2023 22:00:00","BZN|MK","Without Sequence","122.90","",""
"05/10/2023 22:00:00 - 05/10/2023 23:00:00","BZN|MK","Without Sequence","110.00","",""
"05/10/2023 23:00:00 - 06/10/2023 00:00:00","BZN|MK","Without Sequence","100.80","",""
"06/10/2023 00:00:00 - 06/10/2023 01:00:00","BZN|MK","Without Sequence","93.20","",""
"06/10/2023 01:00:00 - 06/10/2023 02:00:00","BZN|MK","Without Sequence","87.70","",""
"06/10/2023 02:00:00 - 06/10/2023 03:00:00","BZN|MK","Without Sequence","82.10","",""
"06/10/2023 03:00:00 - 06/10/2023 04:00:00","BZN|MK","Without Sequence","78.10","",""
"06/10/2023 04:00:00 - 06/10/2023 05:00:00","BZN|MK","Without Sequence","78.70","",""
"06/10/2023 05:00:00 - 06/10/2023 06:00:00","BZN|MK","Without Sequence","92.10","",""
"06/10/2023 06:00:00 - 06/10/2023 07:00:00","BZN|MK","Without Sequence","111.40","",""
"06/10/2023 07:00:00 - 06/10/2023 08:00:00","BZN|MK","Without Sequence","122.00","",""
"06/10/2023 08:00:00 - 06/10/2023 09:00:00","BZN|MK","Without Sequence","122.00","",""
"06/10/2023 09:00:00 - 06/10/2023 10:00:00","BZN|MK","Without Sequence","101.60","",""
